Z1mass,Z2mass,pt4l,eta4l,massjj,detajj,HT,dRZ1Z2,target
92.36,15.67,96.27,0.6803,312.5,3.801,122.3,1.6580000000000001,1.0
79.58,43.67,112.8,1.075,169.4,2.977,80.91,0.3834,0.0
78.66,44.46,101.7,-0.6455,703.1,4.851,128.0,0.4457,1.0
64.01,38.99,91.92,-0.4839,233.9,3.182,147.9,1.446,1.0
91.85,25.6,319.2,-0.051829999999999994,353.4,1.8730000000000002,437.5,0.3341,1.0
89.68,25.09,89.78,0.1467,90.55,1.929,65.61,1.163,0.0
74.44,34.8,87.92,0.4306,289.5,4.458,66.0,1.475,0.0
73.71,44.18,24.73,0.9415,86.02,2.448,54.84,2.62,0.0
68.04,26.98,91.41,1.984,529.8,3.87,220.0,1.9869999999999999,1.0
88.83,32.15,111.9,1.125,1347.0,4.805,272.7,0.4444,1.0
90.9,28.77,84.41,-1.9580000000000002,103.9,2.213,91.17,0.6101,1.0
89.27,30.82,148.4,-0.2943,292.9,2.506,240.3,0.4901,1.0
70.66,19.39,356.9,0.6746,1522.0,4.756,410.2,0.5482,1.0
90.79,27.09,61.2,-0.08157,855.7,6.03,92.15,0.7906,1.0
79.89,19.34,71.93,-1.324,142.1,2.9989999999999997,66.32,2.454,0.0
92.19,22.37,44.6,-2.0980000000000003,73.92,0.9083,68.35,1.756,0.0
91.62,20.61,71.56,-1.003,507.1,4.747,121.8,1.761,1.0
92.22,19.21,60.81,0.7184,503.7,5.545,89.51,1.459,1.0
89.52,33.21,162.5,0.004490999999999999,48.24,0.7179,159.3,0.2604,0.0
91.17,19.19,103.0,1.064,289.5,3.5239999999999996,101.6,1.775,1.0
91.1,26.43,240.8,1.239,710.5,3.6889999999999996,285.0,0.4655,0.0
92.01,26.44,109.6,-1.209,158.0,1.2009999999999998,175.4,0.5813,0.0
91.15,25.17,49.16,-0.4066,63.52,1.466,61.37,1.7790000000000001,0.0
90.22,30.95,356.9,-1.026,1428.0,3.1260000000000003,914.4,0.1377,1.0
91.88,12.65,133.7,-0.8307,1049.0,5.294,201.5,1.693,1.0
90.07,30.98,154.6,-1.635,202.2,2.56,188.3,0.4377,1.0
96.24,23.76,118.8,-1.348,310.8,3.4560000000000004,114.0,0.4137,1.0
72.67,46.57,169.4,-0.8809,164.0,1.101,232.6,0.3548,0.0
88.03,21.61,211.5,1.38,192.5,2.026,219.0,0.6269,0.0
97.23,17.56,117.8,0.1002,1096.0,6.454,88.58,0.583,1.0
91.38,23.72,48.96,1.172,248.8,0.988,330.4,1.7209999999999999,1.0
89.19,30.22,94.23,-0.3692,467.7,2.84,452.0,0.04913,1.0
82.7,28.73,48.72,-2.38,77.32,1.9809999999999999,91.69,2.3369999999999997,0.0
92.59,21.28,37.26,2.253,70.17,1.7690000000000001,145.5,0.7696,1.0
87.63,29.2,185.8,0.2001,122.3,0.6486,216.5,0.1047,0.0
93.57,20.74,22.6,1.672,250.6,4.06,65.85,2.806,1.0
65.0,31.26,268.6,0.1781,264.5,1.515,409.8,0.6812,0.0
86.98,31.45,105.8,1.367,1281.0,6.392,105.0,0.4368,1.0
58.45,54.83,105.6,1.1540000000000001,150.6,0.6343,192.0,0.9432,0.0
89.25,17.62,99.5,0.046439999999999995,765.2,3.95,214.8,1.254,0.0
62.01,54.35,57.74,-1.26,2259.0,5.6,273.7,1.494,1.0
89.67,19.78,236.6,1.038,717.7,4.596,195.9,0.5157,1.0
92.33,25.01,88.0,-1.197,48.0,0.2712,78.13,0.3749,0.0
63.93,37.06,279.0,-1.9369999999999998,355.8,2.249,332.4,0.4959,0.0
90.19,31.5,35.83,2.755,77.18,0.7517,306.3,2.537,1.0
72.18,40.46,271.7,0.687,393.3,2.806,253.4,0.187,0.0
46.75,44.26,52.82,1.022,106.9,1.901,101.8,2.276,0.0
90.57,25.55,100.7,0.1235,284.1,1.619,307.5,0.8827,0.0
91.71,13.97,215.8,1.713,169.2,1.146,285.5,0.4285,0.0
90.96,30.33,216.2,-0.973,954.4,4.482,266.6,0.09837,1.0
94.72,27.7,65.63,-0.2844,616.9,5.349,88.5,0.5843,1.0
90.59,24.7,164.8,-0.7592,585.8,3.713,204.6,0.917,1.0
89.23,31.63,61.21,-0.4604,276.6,2.5639999999999996,204.8,1.535,1.0
92.55,18.77,93.35,1.052,19.65,0.5585,58.3,0.6578,0.0
92.4,14.51,35.42,-1.871,358.9,1.558,275.7,2.305,1.0
90.77,16.84,54.95,-1.77,168.8,2.878,84.12,1.979,0.0
89.81,12.8,66.63,1.649,294.6,3.216,198.1,1.767,1.0
81.42,14.4,56.97,0.3432,125.4,0.6986,126.5,2.404,0.0
88.66,33.53,116.5,-0.5031,32.78,0.08953,100.5,0.4944,0.0
91.14,29.08,44.06,1.99,102.3,2.782,50.02,2.509,0.0
88.08,20.73,53.86,0.9749,124.8,2.175,146.5,3.07,1.0
63.02,55.7,100.2,-0.9665,172.1,1.7530000000000001,193.6,0.7415,0.0
84.51,36.48,92.97,1.945,121.3,1.11,174.7,0.6331,1.0
91.15,24.95,68.07,-1.6119999999999999,110.0,1.75,102.0,1.2670000000000001,1.0
89.95,27.07,141.3,2.221,662.2,3.641,250.3,0.8729,1.0
73.28,33.03,139.3,1.403,268.6,2.491,177.9,0.7926,1.0
67.48,22.42,24.68,1.276,172.5,3.384,63.69,2.6260000000000003,0.0
85.23,23.25,313.1,-0.2728,1137.0,4.501,280.5,0.5712,1.0
87.21,14.76,91.54,-1.76,2267.0,6.308,203.8,1.04,0.0
83.14,37.64,110.9,1.1740000000000002,382.3,4.242,120.1,0.1553,1.0
91.91,15.0,37.47,-1.8419999999999999,286.4,2.721,288.2,1.984,1.0
89.86,18.87,25.79,-1.806,393.1,4.867,69.48,2.319,1.0
91.02,21.35,79.54,1.86,543.5,3.3089999999999997,315.3,1.304,1.0
88.57,17.94,127.2,-0.5376,142.0,1.25,188.7,1.28,0.0
89.15,34.34,7.097,4.155,398.7,4.621,100.8,2.32,0.0
90.57,26.84,18.97,-3.036,127.2,1.3119999999999998,135.1,2.5839999999999996,0.0
92.13,24.01,72.07,2.077,441.1,4.7989999999999995,102.2,0.9531,1.0
91.72,17.8,4.749,3.283,224.5,3.4819999999999998,76.58,3.1689999999999996,0.0
88.28,20.63,19.65,2.238,91.5,1.581,68.44,2.2569999999999997,0.0
87.33,17.13,160.9,0.1951,503.0,2.574,320.0,0.9433,0.0
81.97,41.68,10.43,-4.109,491.7,5.307,69.53,0.9742,0.0
91.62,25.46,131.2,0.01934,252.6,3.347,106.3,0.8913,1.0
90.83,20.68,149.6,1.149,196.2,1.446,173.7,0.2135,0.0
53.42,39.22,184.3,-1.128,604.2,3.1839999999999997,321.7,1.071,1.0
81.71,34.07,90.35,1.136,581.8,3.591,235.3,0.3325,1.0
92.76,26.91,18.59,-3.155,399.5,4.872,70.39,2.219,1.0
95.77,16.5,112.0,-2.026,92.65,0.6932,141.9,0.9891,0.0
90.15,16.22,83.76,-0.6668,135.4,3.438,49.79,0.595,0.0
60.27,59.53,91.71,-2.452,109.7,1.365,246.0,0.6909,1.0
78.01,31.71,251.2,-0.4381,227.1,2.338,287.0,0.5109,0.0
90.92,13.03,39.5,-2.9760000000000004,370.9,4.785,68.37,2.414,1.0
91.65,25.0,37.3,-1.8719999999999999,166.5,3.2089999999999996,65.76,0.8149,0.0
55.92,42.87,68.41,1.2790000000000001,93.49,0.5636,100.9,1.817,0.0
79.26,35.19,105.4,-0.7614,846.6,6.013,93.11,0.749,1.0
91.54,26.15,235.9,-1.327,114.2,1.155,241.7,0.2427,0.0
91.3,23.04,103.2,-2.074,1197.0,5.013999999999999,225.4,0.9799,1.0
78.25,42.21,117.5,-1.16,26.13,0.055029999999999996,99.74,0.3198,0.0
91.85,13.72,99.68,0.8663,1008.0,4.4639999999999995,337.1,1.9,1.0
79.31,37.9,44.27,-0.9715,46.71,1.242,60.49,2.799,0.0
91.58,14.07,140.0,-1.011,194.4,0.0074140000000000005,245.0,1.395,1.0
88.94,24.87,62.6,1.953,519.8,4.952,96.5,1.636,1.0
81.06,40.3,88.59,0.3793,132.5,3.005,60.57,0.5832,0.0
95.05,26.66,44.8,-2.537,839.1,6.013999999999999,82.88,1.1740000000000002,1.0
76.63,24.67,55.69,1.341,68.94,1.236,69.24,2.156,1.0
75.42,32.25,88.59,0.5302,429.4,3.676,134.6,1.261,1.0
92.27,19.13,78.28,-1.952,28.71,0.556,78.48,1.435,0.0
90.31,28.93,181.8,-1.022,122.8,1.432,159.1,0.3299,0.0
89.34,28.9,245.3,-1.829,380.3,2.323,307.2,0.3522,0.0
90.73,28.03,114.2,1.34,130.1,1.5959999999999999,147.5,0.3568,1.0
78.99,38.29,59.81,1.515,3088.0,6.547999999999999,269.5,1.2790000000000001,1.0
91.53,17.25,184.2,0.2136,307.3,2.783,240.1,0.4322,0.0
89.01,24.62,105.5,1.655,265.8,2.234,162.2,1.046,1.0
84.26,30.21,32.54,-2.522,162.8,3.3810000000000002,58.96,1.193,0.0
67.25,15.6,305.2,-0.5935,71.45,0.03934,334.9,0.9644,0.0
90.12,28.03,56.64,0.322,217.4,1.8130000000000002,187.7,0.8473,1.0
75.27,35.47,120.9,-1.3969999999999998,1145.0,4.774,210.2,0.638,1.0
86.54,14.52,112.9,0.7269,1500.0,7.126,102.9,0.912,0.0
68.65,22.28,82.5,2.406,340.8,3.8710000000000004,134.1,1.52,0.0
91.8,26.99,22.52,-2.075,200.5,3.261,76.62,2.161,0.0
76.25,39.55,126.7,2.23,376.6,1.699,314.9,0.74,1.0
90.9,28.03,53.25,1.145,1814.0,4.138999999999999,553.7,0.797,1.0
90.99,16.55,68.18,0.4401,96.65,1.587,73.3,2.451,0.0
89.17,29.11,113.4,-0.4622,93.7,0.6146,111.1,0.5101,0.0
89.27,29.85,40.99,-1.278,414.6,5.388999999999999,56.39,1.051,1.0
87.91,13.67,173.9,-0.9042,730.8,4.228,226.4,0.718,1.0
90.59,28.94,145.8,0.4039,1248.0,5.604,243.2,0.318,1.0
91.32,27.71,35.45,3.033,555.7,5.94,57.28,2.181,0.0
87.97,25.67,110.9,0.2007,1024.0,6.192,94.34,1.207,1.0
90.36,31.02,114.7,1.819,67.07,0.592,131.1,0.277,1.0
91.38,29.31,151.5,0.046060000000000004,66.19,0.9607,172.7,0.4882,1.0
65.46,12.96,75.52,0.02335,477.8,4.31,115.8,1.986,0.0
92.16,30.63,101.5,-0.1818,510.9,3.28,215.5,0.2783,1.0
93.2,17.46,126.2,-0.3228,134.8,0.7849,163.9,0.5838,0.0
91.8,21.4,81.86,-0.9092,42.19,0.1416,98.24,1.1520000000000001,0.0
63.31,41.72,155.1,-1.534,543.9,4.75,136.3,1.073,1.0
91.68,13.99,65.9,-1.051,452.0,5.515,81.61,1.536,0.0
95.24,27.92,75.1,0.8307,1958.0,5.695,271.9,0.4626,1.0
74.07,47.13,86.15,-1.021,108.8,0.5486,127.7,0.6861,1.0
90.55,19.9,22.33,2.311,121.4,1.2109999999999999,104.9,3.653,0.0
88.71,29.67,60.61,2.417,772.6,5.178999999999999,184.8,1.946,1.0
92.58,15.16,72.09,-2.552,224.8,3.236,91.93,0.9145,0.0
92.33,18.21,103.7,-0.1832,32.38,0.5755,138.0,1.975,1.0
66.47,42.68,130.1,0.4417,307.4,2.77,223.6,0.6444,0.0
91.27,24.3,93.2,-0.7358,69.41,1.91,63.95,0.9318,0.0
87.83,27.94,50.23,2.168,57.5,1.402,89.13,1.5319999999999998,1.0
77.6,32.19,102.9,1.9780000000000002,546.8,3.8569999999999998,180.8,1.13,1.0
90.87,24.84,60.92,2.069,173.6,3.665,56.98,1.365,0.0
91.6,31.99,53.1,2.142,75.54,1.226,74.48,0.528,1.0
91.66,25.3,106.4,-0.8909,939.9,5.033,174.0,0.6423,1.0
90.81,33.79,36.47,-0.5565,396.9,3.9210000000000003,136.1,0.5102,0.0
78.87,39.15,129.6,0.4313,479.1,4.124,126.8,0.5739,1.0
91.5,31.78,150.6,-0.08669,686.3,4.503,150.1,0.3184,0.0
91.48,29.43,210.0,0.03445,1212.0,4.503,302.2,0.1724,1.0
91.67,18.86,16.99,3.074,93.84,1.7619999999999998,67.75,2.9989999999999997,0.0
91.45,29.88,75.93,-1.875,207.3,2.068,148.9,0.7353,1.0
91.54,27.94,35.81,-1.9280000000000002,84.27,0.3483,91.27,2.7089999999999996,1.0
86.0,29.91,135.1,0.9647,353.5,3.51,145.3,0.7196,0.0
60.4,21.71,112.7,-1.327,372.3,3.714,147.5,1.5630000000000002,1.0
91.41,29.69,98.64,-0.9393,63.25,1.131,89.52,0.3676,0.0
91.87,28.86,80.79,-1.236,29.07,0.04154,104.3,0.8172,1.0
90.49,32.98,209.5,-0.6881,1227.0,5.071000000000001,298.7,0.1524,0.0
60.0,47.77,36.59,-1.921,44.53,1.034,52.67,2.102,0.0
91.16,16.82,338.7,-0.648,158.1,1.006,300.0,0.2857,1.0
72.7,31.18,179.7,-1.2919999999999998,110.8,1.676,144.2,0.7822,1.0
87.59,15.75,43.87,2.206,459.2,2.617,231.9,2.369,1.0
91.06,22.62,150.7,-0.3526,43.42,0.4815,197.2,0.3083,0.0
88.33,25.57,27.46,2.8989999999999996,475.5,4.625,97.62,0.8582,1.0
70.42,43.48,60.69,2.012,70.71,1.105,72.58,1.45,0.0
57.02,26.29,46.33,2.405,468.3,4.355,110.9,2.717,1.0
77.8,33.35,62.53,-0.01828,177.1,3.4419999999999997,90.46,1.5019999999999998,0.0
92.12,24.96,97.94,1.071,176.3,2.904,94.19,0.6696,0.0
93.11,30.3,178.1,1.0290000000000001,221.3,2.1790000000000003,173.8,0.2636,0.0
88.98,30.13,98.89,-1.186,48.03,0.78,113.5,1.022,0.0
70.01,32.59,180.9,1.274,301.3,3.8960000000000004,106.3,0.8569,1.0
92.1,27.4,149.8,-0.4486,625.6,4.359,145.2,0.2246,0.0
93.23,17.91,159.4,0.4085,237.6,2.488,163.4,0.3515,1.0
88.44,35.07,67.74,-2.055,50.57,0.3792,84.32,0.5704,0.0
89.88,30.34,150.4,0.305,1817.0,5.895,211.4,0.5226,1.0
91.48,31.24,137.8,-1.2409999999999999,105.8,0.006278,214.9,0.3737,1.0
91.15,31.4,90.52,0.1204,301.0,3.181,147.8,0.4068,0.0
90.83,25.51,63.38,-1.161,196.1,2.499,148.2,2.037,1.0
85.77,34.27,76.18,0.05902999999999999,53.8,0.6236,137.0,1.006,0.0
93.86,18.99,133.0,0.1405,97.31,1.4769999999999999,123.6,0.6707,0.0
90.75,23.52,63.97,-1.367,447.6,5.224,67.1,1.547,0.0
90.89,16.48,112.9,-0.2083,203.0,1.587,174.0,0.3834,0.0
86.68,29.46,266.5,-1.5090000000000001,658.5,2.975,306.2,0.3761,1.0
91.94,27.91,186.2,1.31,536.8,3.475,305.4,0.4445,1.0
90.72,15.3,89.28,1.011,174.5,3.176,96.63,1.117,0.0
91.02,23.18,24.4,1.091,133.9,1.8419999999999999,107.2,2.33,0.0
91.14,21.85,144.7,-2.2230000000000003,169.2,1.536,184.3,0.9608,0.0
91.54,30.38,106.0,0.5887,1587.0,6.732,176.8,0.2767,1.0
75.37,45.66,100.6,-2.01,365.1,3.5639999999999996,172.3,0.6233,1.0
90.35,30.04,89.71,-1.649,133.9,0.06552000000000001,288.0,0.5788,1.0
90.33,22.92,20.18,2.436,202.7,2.218,167.9,2.9360000000000004,1.0
90.06,34.11,70.1,-2.8739999999999997,237.5,3.827,70.12,0.2341,0.0
81.34,26.43,95.97,-1.3519999999999999,65.75,1.335,84.67,1.724,0.0
94.05,17.81,119.8,-1.245,234.2,2.6310000000000002,147.3,0.5475,0.0
81.72,28.19,40.15,-1.8559999999999999,83.78,0.2238,114.4,2.324,0.0
90.12,22.36,89.77,1.285,138.0,2.596,75.12,2.605,1.0
76.29,31.66,63.39,-1.194,251.0,3.9589999999999996,72.58,1.7280000000000002,1.0
91.39,29.19,155.7,-0.362,46.74,0.1703,157.3,0.3221,1.0
51.82,42.28,101.4,1.031,132.5,0.5562,150.4,1.375,0.0
91.21,22.09,210.4,-0.3343,679.4,4.353,208.9,0.5578,0.0
91.12,17.69,67.67,2.6,390.4,4.988,67.08,1.288,1.0
76.08,16.1,217.7,-1.172,1179.0,5.664,235.3,0.6888,0.0
91.61,30.38,50.76,0.8062,165.2,2.945,85.56,0.1955,0.0
90.19,20.76,127.9,0.6527,566.7,3.236,259.1,0.7374,1.0
81.88,36.92,120.9,-1.912,279.5,3.4419999999999997,104.4,0.8099,0.0
77.49,34.11,255.7,-1.47,514.2,3.178,308.4,0.5015,1.0
93.42,26.03,9.56,-4.329,109.8,2.508,57.56,2.885,1.0
93.49,26.95,179.9,1.051,64.37,0.6656,190.4,0.428,1.0
90.91,25.01,53.89,-1.82,241.7,2.448,155.8,1.7890000000000001,0.0
89.1,35.52,56.74,0.7107,58.11,0.1018,62.18,0.3812,0.0
70.68,47.19,103.3,-0.7617,683.1,4.444,201.8,0.6283,1.0
91.67,23.76,94.53,2.255,558.2,4.244,204.0,1.006,1.0
89.85,29.79,53.84,2.2,46.7,0.9098,132.7,1.321,1.0
70.28,47.12,154.7,-0.9118,53.87,0.09043,205.6,0.2768,0.0
92.11,22.97,249.4,-0.3528,661.3,2.965,344.6,0.386,1.0
89.51,21.69,40.95,2.07,150.5,2.477,84.0,2.9930000000000003,0.0
89.01,32.39,84.81,1.633,287.0,1.804,227.8,0.6908,0.0
90.65,24.21,53.26,2.354,101.6,2.6460000000000004,57.06,1.109,0.0
92.13,17.08,195.6,0.9625,75.18,0.9513,187.1,0.5557,0.0
90.12,28.06,131.6,0.947,46.43,0.6684,112.9,0.215,0.0
90.65,15.69,98.21,-1.6769999999999998,246.4,2.209,187.7,0.6227,1.0
94.15,27.74,225.6,-1.057,1004.0,4.434,250.7,0.3124,1.0
87.59,29.17,250.1,-1.133,1131.0,4.593,305.9,0.1415,0.0
69.45,43.0,50.91,-1.8719999999999999,1163.0,4.489,244.5,2.026,1.0
89.56,21.73,176.5,0.7782,662.1,3.343,374.2,0.5818,0.0
90.74,18.81,157.4,1.3530000000000002,175.3,1.76,180.0,0.9236,0.0
91.38,29.39,69.13,1.6059999999999999,1150.0,5.186,235.2,1.198,1.0
87.41,27.96,161.1,0.5468,287.6,2.7230000000000003,156.3,0.6615,0.0
91.35,29.23,64.41,-2.162,105.0,2.7910000000000004,53.94,0.8855,0.0
88.75,30.06,94.21,-1.66,25.29,0.4153,85.07,0.4937,0.0
49.07,36.67,89.1,-1.463,500.5,5.148,89.16,1.63,0.0
86.9,28.67,175.4,-1.364,147.8,1.5430000000000001,207.7,0.4345,0.0
63.4,41.61,186.7,1.568,2308.0,5.862,259.7,0.1702,1.0
83.73,32.4,106.4,-0.8768,538.9,3.478,187.4,0.9542,1.0
89.48,24.36,64.57,-2.1790000000000003,263.8,3.8539999999999996,86.73,1.023,0.0
96.44,25.71,80.27,-0.6079,927.2,6.047000000000001,118.4,0.7456,1.0
90.47,27.54,262.9,1.705,182.0,0.1153,341.7,0.3694,0.0
86.87,33.16,41.86,1.984,172.0,1.611,189.6,0.7276,1.0
46.35,37.77,74.08,-1.8459999999999999,628.7,5.169,130.1,1.005,1.0
87.61,16.9,351.6,1.062,207.9,1.183,325.6,0.3397,0.0
90.48,31.34,119.8,0.3212,292.2,3.6319999999999997,98.42,0.5146,1.0
91.92,22.68,121.3,1.617,200.7,3.009,103.5,1.3230000000000002,0.0
94.83,18.06,126.0,1.5619999999999998,599.3,3.987,163.7,0.9396,1.0
90.95,32.31,36.29,-1.716,369.9,4.986000000000001,61.05,0.8571,1.0
87.82,27.28,122.1,1.607,105.8,1.4709999999999999,211.5,0.6299,0.0
75.44,37.02,25.62,-2.112,89.57,1.4469999999999998,76.45,0.827,0.0
58.76,43.47,72.9,-0.1728,275.8,4.593999999999999,56.23,2.391,0.0
91.85,26.04,58.53,0.1615,244.1,2.394,143.3,1.3230000000000002,1.0
90.68,22.23,89.5,0.5621,548.7,4.44,128.2,0.4963,1.0
89.86,13.58,249.4,0.8626,54.6,0.4164,256.5,0.6753,0.0
91.77,16.68,232.1,0.01983,1091.0,4.249,406.0,0.3257,1.0
90.18,25.5,396.4,0.4261,445.1,2.5069999999999997,478.5,0.2591,1.0
90.5,23.22,73.35,-2.435,152.4,2.6630000000000003,82.4,1.3230000000000002,0.0
78.74,43.07,173.4,0.8517,188.6,1.479,196.7,0.3537,1.0
88.67,29.76,201.0,1.574,502.2,2.5780000000000003,313.0,0.4782,0.0
90.35,15.59,47.63,1.445,1814.0,7.5760000000000005,134.8,1.024,1.0
90.41,16.17,26.23,1.215,68.44,0.2648,76.91,2.638,0.0
94.65,25.25,232.8,-0.5621,1020.0,4.878,302.6,0.0583,1.0
81.65,18.28,235.9,1.162,775.7,4.375,259.5,0.3348,0.0
90.56,24.76,67.62,-2.469,207.5,2.875,97.2,2.022,1.0
93.74,29.33,47.68,-1.946,470.6,5.687,54.66,0.8515,0.0
77.68,32.15,97.97,-1.867,41.58,1.078,71.69,1.219,0.0
90.78,17.7,171.4,-0.7541,341.8,3.4589999999999996,176.8,0.5017,1.0
90.48,21.79,191.8,-1.7519999999999998,226.9,2.322,163.8,0.2244,0.0
85.35,35.74,87.7,1.9980000000000002,745.3,5.649,117.3,0.7976,1.0
83.77,18.14,41.3,-0.7893,297.9,3.4189999999999996,159.7,2.03,1.0
71.79,42.35,93.54,2.116,87.0,0.1645,144.8,0.8296,0.0
91.92,22.49,34.45,1.051,109.0,1.395,88.37,2.146,1.0
93.66,30.69,57.79,-2.457,21.84,0.3996,93.81,0.466,0.0
87.79,14.29,388.3,-0.608,1934.0,4.922,498.8,0.6371,1.0
89.28,33.36,101.8,-1.6569999999999998,51.56,1.149,107.0,0.3078,0.0
89.57,29.07,239.2,1.538,199.3,1.45,304.2,0.337,0.0
68.87,35.09,136.9,-0.2969,3034.0,6.71,272.2,0.6919,1.0
88.67,29.76,201.0,1.574,502.2,2.5780000000000003,313.0,0.4782,0.0
90.07,13.88,71.98,-1.815,218.4,4.323,51.22,1.5659999999999998,1.0
48.48,26.08,36.52,-0.1916,64.76,2.043,51.99,2.468,0.0
60.89,34.52,234.0,0.1424,92.63,0.8915,195.9,0.7232,0.0
56.74,52.64,104.0,1.544,103.3,0.6389,132.0,1.048,0.0
71.23,17.85,257.0,-1.251,805.6,3.813,294.0,1.436,1.0
72.18,41.77,72.1,-1.355,233.6,4.346,53.65,3.4739999999999998,1.0
74.44,45.91,71.36,-2.8369999999999997,29.38,0.6355,84.69,0.535,0.0
56.05,29.8,196.6,0.2031,1466.0,5.571000000000001,220.4,0.918,1.0
90.44,15.03,125.4,-2.031,48.16,0.4679,147.7,0.9469,0.0
91.73,23.06,57.05,1.7309999999999999,201.4,4.104,52.08,1.1320000000000001,0.0
87.76,36.12,156.7,1.193,853.7,3.841,323.9,0.2288,1.0
76.06,38.51,66.97,-2.59,268.1,3.2960000000000003,100.9,1.327,0.0
91.85,19.89,54.88,-1.462,341.1,3.0610000000000004,153.1,1.629,1.0
90.47,30.44,231.6,1.1,917.9,4.0,371.0,0.1209,0.0
56.91,34.32,173.7,-0.883,1283.0,4.527,336.8,0.9467,1.0
91.07,24.45,54.67,-0.2821,259.2,2.9219999999999997,117.8,1.9080000000000001,1.0
80.87,35.34,41.94,1.297,39.82,0.1203,50.05,1.929,0.0
67.25,44.88,207.9,1.334,967.1,4.785,237.9,0.3769,1.0
83.33,28.87,43.77,2.437,950.7,6.296,85.41,1.906,1.0
86.71,23.11,53.74,0.8483,937.5,6.2010000000000005,86.72,2.086,1.0
88.85,19.43,203.7,1.092,359.3,3.4930000000000003,127.7,0.3764,1.0
89.32,14.14,51.25,0.5655,18.42,0.454,45.8,1.9069999999999998,0.0
92.24,19.48,55.05,-1.33,427.0,3.931,151.4,1.6540000000000001,1.0
65.56,38.57,47.85,2.574,614.5,5.6979999999999995,71.17,2.737,0.0
88.03,27.32,105.5,0.2507,158.0,2.253,129.4,0.989,0.0
51.51,36.74,55.07,-0.057260000000000005,88.35,0.8206,136.0,3.364,0.0
96.25,24.45,57.98,-1.195,125.1,2.886,57.71,1.206,0.0
76.36,42.89,14.25,2.177,60.91,0.8672,64.58,2.6039999999999996,0.0
90.81,25.7,31.81,-2.735,69.98,0.4034,99.02,1.8869999999999998,0.0
89.13,26.86,37.17,2.241,84.52,1.784,62.0,2.125,0.0
90.61,15.92,86.28,-1.9669999999999999,656.2,4.155,193.8,1.239,1.0
95.24,27.92,75.1,0.8307,1958.0,5.695,271.9,0.4626,1.0
64.38,53.71,37.4,2.164,213.1,4.051,55.16,1.203,1.0
91.08,20.09,264.7,-1.8130000000000002,192.7,0.2236,294.4,0.3843,0.0
59.86,55.83,148.0,-1.058,67.12,0.718,208.8,0.5907,1.0
56.26,42.87,74.98,1.521,73.63,1.4480000000000002,64.01,3.565,0.0
91.63,30.93,172.2,-0.5008,737.1,3.883,241.4,0.2466,1.0
61.98,30.99,156.3,-1.122,187.0,2.434,126.3,1.367,0.0
73.33,48.32,68.12,2.113,480.7,3.638,181.7,1.004,1.0
91.68,28.91,147.3,0.1601,522.0,4.875,116.5,0.5247,0.0
81.62,21.38,64.61,0.22,455.5,4.316,128.9,1.871,0.0
90.55,16.26,50.73,2.252,103.7,0.9149,102.8,2.127,0.0
67.49,42.24,183.3,-0.3895,321.6,3.412,161.8,0.6847,0.0
90.15,28.69,115.5,-0.2546,51.85,0.4569,113.7,0.8474,0.0
34.46,29.02,69.9,-1.568,617.9,5.385,83.7,2.63,1.0
87.91,20.35,68.51,-0.08398,1770.0,7.062,108.8,1.331,1.0
91.1,22.35,255.1,-0.3871,83.64,0.4439,284.5,0.5116,1.0
90.03,22.02,254.0,-1.19,132.1,0.5836,280.1,0.4809,1.0
94.71,19.61,142.5,-1.036,81.66,0.9563,129.5,1.7930000000000001,0.0
78.63,33.08,84.12,0.05316,542.3,3.668,193.6,2.804,0.0
74.68,38.21,24.79,1.837,353.0,4.569,72.43,2.3040000000000003,0.0
93.8,16.64,211.1,1.584,50.35,0.3597,213.9,1.181,0.0
91.67,22.91,148.4,-2.079,94.35,1.129,135.4,1.263,0.0
91.79,25.46,93.21,2.405,281.1,1.5219999999999998,321.0,0.7371,1.0
49.78,38.14,234.1,-1.715,190.6,0.1338,236.9,0.7348,0.0
89.13,16.45,93.02,-0.1756,38.33,0.2312,117.7,1.43,1.0
67.32,18.07,143.0,-0.8205,1448.0,6.4239999999999995,117.4,2.077,1.0
90.3,14.3,224.5,0.9978,55.32,0.3383,271.9,0.6949,0.0
90.65,26.85,107.7,1.5719999999999998,70.47,0.6314,107.1,0.6742,0.0
91.16,31.64,94.03,-0.8354,94.69,1.19,112.8,0.3326,0.0
88.67,22.89,77.88,-1.224,133.8,1.9769999999999999,114.9,3.105,1.0
91.22,30.28,49.04,-2.695,147.6,3.321,82.12,2.201,0.0
89.66,34.41,70.73,2.001,120.8,2.9389999999999996,106.4,0.1452,0.0
90.68,30.56,94.08,-1.7180000000000002,120.3,0.2514,157.9,0.7483,0.0
91.5,32.06,29.76,-0.1689,14.21,0.1428,49.16,0.9278,0.0
88.44,29.48,100.6,0.053029999999999994,1464.0,6.392,119.9,0.9266,1.0
66.32,51.6,89.15,-1.3,165.1,2.937,87.47,0.3687,0.0
91.68,26.69,82.97,1.87,415.3,4.098,109.3,1.02,0.0
92.34,27.62,100.1,-1.222,82.42,0.7728,127.3,0.5782,1.0
90.65,13.89,120.3,-0.9215,1367.0,6.818,115.3,0.8788,0.0
88.95,26.45,210.2,1.23,83.24,0.2002,299.3,0.1247,0.0
91.38,31.8,39.42,0.7802,408.9,5.3629999999999995,79.75,0.8058,1.0
90.52,20.81,77.52,2.214,1669.0,8.144,56.92,0.8094,1.0
